,article_id,title,description,url,date,content
224,225,Go to the mall or buy from your phone? More shoppers this holiday season are going mobile,"With online holiday sales forecast to hit nearly $125 billion in 2018, smartphones  are expected to drive nearly half of shopper traffic on the web, more than desktop computers, according to Adobe Analytics.",https://www.cnbc.com/2018/11/25/shoppers-this-holiday-season-using-smartphones-apps-to-buy-gifts.html,2018-11-25 13:37:00,Traffic might appear lighter at some malls this holiday season but thats because people are shopping on their smartphones div gt divgroup gt pfirstchildgt Mobile spending during the holidays is expected to continue to climb this year as retailers have been investing to improve their apps and shoppers are growing more comfortable with ringing purchases up in just a few clicks A large fraction of the pressure on retailers to improve the mobile shopping experience has been driven by Amazon which has roped in more than 100 million people in the US to pay for a Prime membership that includes perks within Amazons own app That phone is in everyones hand all the time Adam Sand CEO of shopping rewards app Shopkick told CNBC Even around the dinner table You try to stop to put it away but its an everpresent thing now With online holiday sales forecast to hit nearly 125 billion in 2018 smartphones are expected to drive nearly half of shopper traffic on the web more than desktop computers according to Adobe Analytics which measures transactions for 80 of the top 100 internet retailers Smartphones will make up 483 percent of visits to retailers websites and apps compared with 429 percent for desktop computers and 88 percent for tablets Adobe said But smartphones will still just account for 272 percent of revenue up 116 percent from a year ago compared with a whopping 631 percent for desktop computers and 96 percent for tablets Although more and more people are browsing retailers websites during the holidays not everyone completes a purchase there Many shoppers say they use it more for browsing deals at least for now In fact that statistic implies theres still a big opportunity for retailers to improve the mobile shopping experience with better apps Theres 9 billion up for grabs if retailers could reduce the number of abandoned shopping carts on smartphones to be in line with those on desktop computers Adobe said Orders are completed 20 percent less often via smartphones than other devices That said companies including Macys Kohls Walmart and Target have been pouring money into improving their mobile apps ahead of this holiday season The strong retailers have gotten stronger apps and the traditional retailers are better than they used to be said Danielle Levitas executive vice president of market insights for App Annie a company that helps businesses build out their mobile apps The good news is that retailers are seeing apps can be a much better shopping experience than a website Adobe found consumers on apps spend 24 times more time browsing than they would on a website and they end up looking at 30 percent more content One of the things Levitas said shes noticed is that as mobile sales increase companies are also trying to figure out ways to mix the instore experience with that on their apps Walmarts mobile app for example now has maps that coordinate to each store and allow shoppers to plan their journey before they get to a store or pin down the exact aisle where they can find a deal Targets latest upgrades to its app include merging its loyalty program Cartwheel with its main shopping app so users can now search for daily deals add them to their cart and scan a bar code at checkout to apply all of those relevant discounts Similarly Kohls has made it easier for shoppers to store loyalty points known as Kohls Cash within a digital wallet within its app stripping some of the hassle out for customers to then redeem them Macys meanwhile has said its on track to hit 1 billion in mobile sales this year Its been rolling out features to its app like an augmented reality tool that lets shoppers see pieces of furniture virtually within their homes in addition to a mobile checkout option that offers shoppers the ability to visit stores scan items using their phones cameras and pay on the spot I think these companies are now realizing that investing in mobile can take away other pains Sand said Already this week its been reported holiday shoppers spent 1 billion Thanksgiving Day using smartphones and more than 2 billion Black Friday Kohls had a record day for sales online this past Thursday And thats all ahead of Cyber Monday where the deals online will be steep and plentiful Adobe is calling for ecommerce sales Monday to set a new record of 78 billion
105,106,"Stocks making the biggest move premarket: AMZN, WMT, M, TGT, GM, CPB & more",These are the stocks posting the largest moves before the bell.,https://www.cnbc.com/2018/11/26/stocks-making-the-biggest-move-premarket-amzn-wmt-m-tgt-gm-cpb--more.html,2018-11-26 13:11:00,div gt divgroup gt pfirstchildgt Check out the companies making headlines before the bell Amazoncom Walmart Macys Target These and other retailers are on watch as shopping results from the holiday weekend including Black Friday roll in Preliminary reports show strong sales with a greater emphasis than ever on online shopping and less on instore traffic General Motors The automaker is planning a major announcement today according to Canadian union officials quoted by Reuters The announcement could involve a shutdown of a major assembly plant in Ontario according to the union Campbell Soup Campbell is near a deal with activist investor Third Point according to a person familiar with the situation who spoke to CNBC The proposed deal would add two Third Point nominees to the board of directors although the source said a deal has not been finalized and may not be consummated Third Point has been trying to put five of its nominees on the food makers board Logitech Logitech has ended talks to acquire Bluetooth equipment maker Plantronics PLT Reuters had earlier reported that Logitech which makes mice keyboards and other peripheral devices was in negotiations with Plantronics and the two companies confirmed that talks did take place but did not conclude successfully ATampT Comcast Charter Communications and Dish Network These companies are among the cable and satellite providers who will give refunds to those who paid 1999 to watch Fridays golf match between Tiger Woods and Phil Mickelson That comes after a technical glitch with ATampTs live streaming service prompted ATampT to offer the match for free causing complaints from customers of other companies who had paid to see the match American Eagle American Eagle was upgraded to buy from hold at Deutsche Bank although the analysts price target remains unchanged at 24 per share Deutsche Bank cited valuation for the upgrade in the apparel retailers shares Intuit Intuit was upgraded to outperform from sector perform at RBC Capital Markets which points to positive results from a consumer tax survey it conducted Intuit is the publisher of the bestselling TurboTax software program PayPal PayPals Venmo unit was hit by a wave of payment fraud earlier this year according to the Wall Street Journal The paper said the incidents accelerated losses at Venmo and prompted it to shut down some user features Tesla CEO Elon Musk told Axios that the automaker was within single digit weeks of collapse due to the costs of ramping up Model 3 production earlier this year Nvidia Credit Suisse began coverage of the graphics chip maker with an outperform rating saying the recent slump in the stock provides an attractive entry point even with earnings coming in at its worstcase scenario ClevelandCliffs The mining company announced a new 200 million stock buyback program
202,203,"Cramer flags 'bargain' retail stocks: Macy's, Kohl's, Target, Amazon","Jim Cramer bargain-hunts in the retail sector and finds good deals on shares of Macy's, Kohl's, Target and Amazon.",https://www.cnbc.com/2018/11/26/cramer-flags-bargain-retail-stocks-macys-kohls-target-amazon.html,2018-11-26 23:34:00,As US consumers scoured the web for Cyber Monday deals CNBCs Jim Cramer found some bargains of his own in the downtrodden retail sector div gt divgroup gt pfirstchildgt Cramer said on Monday that he liked Macys Kohls Target and Amazon at these levels He noted that recent weakness in the retail cohort much of it tied to worries about the Federal Reserves impending interest rate hikes and the Trump administrations tariffs on China has already been baked into some of the really good companies Any positive developments from the Fed or the Chinese are going to send these things roaring he said on Mad Money Its all about assessing the riskreward and some of these names I think have become a lot more attractive Macys for one is finally seeing its turnaround efforts come to fruition Cramer argued Both of the department store operators last two earnings reports had higherthanexpected results for earnings and samestore sales a key metric for the retail industry that tracks how existing stores are performing versus new ones But after the most recent report Wall Street latched onto the idea that while the numbers may be good now theres no way they can stay this good leading to a 29percent decline in Macys stock since its summer peak Cramer said Still CEO Jeff Gennettes mission to shutter underperforming stores pay down debt keep inventories under control and bolster Macys digital wares is paying off in droves the Mad Money host said He added that top competitors Sears JC Penney and Nordstrom are stumbling leaving room for Macys to grow Best of all the stock is incredibly cheap Right now Macys sells for less than nine times next years earnings estimates Cramer said adding that it could go still lower As for the tariffs Macys is prepared and ready I think its a buy especially since youre now getting a 46 percent yield thats safe Kohls is similarly prepared to take market share in a changing retail landscape said Cramer whose charitable trust owns shares of the retailers struggling stock Shares of Kohls have plunged about 20 percent in the last two weeks Still Kohls performance and execution have been strong he argued pointing to its latest earnings report managements notably bullish guidance and its store restructuring complete with an Amazonfueled kicker In short the estimates for Kohls havent really changed the stocks just been hit that hard which is also why Kohls with a solid balance sheet has got a 37 percent yield Cramer said Target recently reported disappointing quarterly results making its situation a little different the Mad Money host said The bigbox retailer missed earnings and samestore sales estimates and management spooked Wall Street by deciding not to issue a 2019 forecast But Target only disappointed because the expectations had gotten too high Cramer argued While Targets 51 percent samestore sales growth was lower than anticipated its still a number that most retailers would kill for Their digital business is roaring Their balance sheet is clean as a whistle Their new stores are successful Traffics terrific Targets stock currently sells for 12 times next years earnings estimates down from 15 times earnings one week prior and boasts a 37 percent dividend yield a bargain deal in Cramers view And while were looking for Cyber Monday bargains let me give you another one everybody hates all of a sudden Amazon Its the biggest beneficiary of ecommerce he added The stocks now down nearly 23 percent from its highs Again in a rolling bear market I think it could get cheaper but its real good and everyone knows that On the whole even though the potential pressures of interest rates and tariffs remain as threats to the retail sector Cramer found these four operators stocks to be bargains in an otherwise unappetizing market for investors I know wagering on retails a dicey proposition here but Macys Kohls Target and Amazon are highquality companies Cramer said Their stocks he added are bargains Yes theyve been put on sale Can they go lower Absolutely But youve got yield protection Youve got good managements I like all four Theyre buys Disclosure Cramers charitable trust owns shares of Kohls and Amazon Questions for Cramer Call Cramer 1800743CNBC Want to take a deep dive into Cramers world Hit him up Mad Money Twitter  Jim Cramer Twitter  Facebook  Instagram  Vine Questions comments suggestions for the Mad Money website madcapcnbccom
234,235,Dental Care Startup Quip Raises $40 Million Following Launch at Target,"And just this weekend, Quip also launched a limited edition, all-black brush just in time for the holidays.",http://fortune.com/2018/11/27/quip-toothbrush-delivery-target-stores/,2018-11-27 12:30:18,Quip an oral health care startup that has boomed with the proliferation of startups banking on the socalled subscription economy is only getting bigger now that it has raised 40 million more in venture capital A combination of equity and debt financing while led by existing investor Sherpa Capital the latest funding round brings Quips total funding to over 60 million Announced Tuesday the funding round follows Quips expansion in October from its onlineonly subscription model for delivering electric toothbrush replacement heads and toothpaste to instore placement at Target tgt Quip joins a number of other personal care subscription services that have made the jump from online to brickandmortar including Harrys razors and grooming products as well as Casper mattresses According to Quip the toothbrush companys launch was one of the most successful directtocustomer launches that Target has seen todate Founded in 2015 and based in Brooklyn Quip previously hinted at ambitions of being much more than just a toothbrush subscription and replacement brand earlier this year with its acquisition of dental insurance company Afora in May The startups first major purchase the deal lined Quip up to have access to a network of more than 25000 dental professionals nationwide The two brands havent entirely merged yet but Quip noted in Tuesdays funding announcement that it is on a mission to offer simpler and affordable alternatives to current dental insurance plans on the market For now Quip said its latest line of financing will be put toward growing its subscriber base notably through an offline distribution program to recruit more dental providers to its network while dangling Quip products and services as a means to attract and retain new patients Finally just this weekend Quip also launched a limited edition allblack toothbrush just in time for the holidays Retailing for 55 proceeds from every allblack Quip sold will help provide oral health education and dental care access to disadvantaged families in collaboration with the ADA Foundation
27,28,U.S. Brands Squeeze Chinese Suppliers as Tariffs Start to Bite,"Big American retailers are getting tough with Chinese suppliers as import tariffs start to hurt, cutting orders, negotiating down prices and demanding faster turnarounds.",https://www.wsj.com/articles/american-retailers-squeeze-chinese-suppliers-as-tariffs-start-to-hurt-1543406594,2018-11-28 20:39:51,HONG KONGBig American retailers are getting tough with Chinese suppliers as import tariffs bite cutting orders negotiating down prices and demanding faster turnarounds Amazoncom Inc AMZN 609 cut back purchases and orders for certain of its privatelabel products that because of tariffs it can no longer sell profitably if priced below competitors according to a person familiar with the matter The person declined to comment on specific product lines but added that Amazon sources the bulk of its consumer electronics from China Dollar Tree Inc DLTR 183 said in an emailed statement it has negotiated price concessions from vendors canceled orders and changed its product mix Target Corp TGT 070 said in an emailed statement it has many levers it can pull to remain pricecompetitive but didnt elaborate In China manufacturers of handbags lighting footwear and other products say they are feeling the strain Many are trying to find new customers outside the US and some have resorted to offering discounts in a bid to halt a slide in orders Last year the US imported 14 billion worth of handbags and 147 billion in footwear from China while imports of lighting equipment reached 711 million according to the United Nations Comtrade Database Both sides are hoping that trade talks between President Trump and Chinas Xi Jinping at the G20 summit this week in Buenos Aires will reduce trade tensions and stave off another round of import duties US levies of 10 on 200 billion in Chinese goods took effect Sept 24 and are slated to rise to 25 at the beginning of next year Mr Trump also has threatened to expand the list to more than 250 billion worth of additional products covering almost all other goods imported from China In an interview with The Wall Street Journal this week President Trump said he expects to move ahead with the 25 tariff saying it is highly unlikely that he would accept Beijings request to hold off on the increase Walmart the worlds biggest retailer said in an emailed answer to questions submitted before the interview that it hopes the meeting in Buenos Aires will produce a constructive framework to resolve the trade tensions US companies have stressed to investors that they are trying to mitigate the impact of tariffs on their marginsfor example by passing cost increases along to customers when concessions cant be squeezed out of suppliers Retailers in particular say that although tariffs so far havent had a huge impact on their operations that could change if the levies get steeper or are applied to more products While last months trade data from China showed an increase in shipments to the US manufacturers have said that is partly due to buyers frontloading orders to move batches to the US before Januarys expected tariff increase In interviews dozens of Chinese manufacturers reported constricted sales Sunshine Leisure Products a maker of camping chairs in the eastern province of Zhejiang said orders are down about 30 even as it lowered prices by as much as 7 A supplier of LED decoration lights in the eastern province of Shandong said orders for next yeartypically settled by Novemberwere still in abeyance as American customers have been asking it to bear the 10 tariff In the southern city of Shenzhen a sales manager for furniture maker Homegard International said orders have fallen by half Extended haggling over orders is throwing supplychain negotiations into disarray Typically in the final quarter of the year merchants begin discussions about new products models and orders for the following year But many say that hasnt happened Order negotiations have dragged on says Andy Li sales manager for a company in the southern province of Fujian that supplies backpacks and other assorted textile merchandise for companies such as Walmart Usually negotiations take about two weeks but it has been at least a month with no resolution with some customers Mr Li said declining to identify them Taizhou Shilin Shoes based in the eastern province of Zhejiang reported that its two American customers have said because of price pressures they need to turn to suppliers of lowerpriced shoes made with inferior materials At a recent trade fair in Guangzhou exhibitors reported fewer American buyers That is spurring Chinese suppliers to look for other sources of revenue they said such as more aggressively targeting European customers The impact has extended to products not yet on the US tariff listsuch as toysfor fear that they will be hit if trade relations worsen One toy maker said buyers are asking for orders to be ready for shipping in a much shorter time than the customary sixtoeightweek turnaround period If levies do expand to toysand 82 of toys sold in the US are imported from China according to the US Department of Commercebuyers may have to pay more for them said John Tong honorary president of Hong Kong Toys Council In the short term theres no other country that can achieve a comparable capacity he said Hasbro Inc said in a statement that prolonged trade tensions would be damaging to our industry and our company Home Depot anticipates price rises if additional tariffs of 25 go in place as planned adding in a conference call with analysts that washingmachine prices rose when tariffs were applied earlier in the year Walmarts merchants are combing through a list of items affected by tariffs working with suppliers to bring costs down Walmart finance chief Brett Biggs said in an interview If we get tariffs as discussed in January prices are going to go up he said Sarah Nassauer in New York and Yasufumi Saito in Hong Kong contributed to this article Write to Natasha Khan at natashakhanwsjcom
206,207,"Your first trade for Thursday, November 29","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/11/29/your-first-trade-for-thursday-november-29.html,2018-11-29 14:10:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Najarian was a buyer of CVS Tim Seymour was a buyer of General Motors Steve Grasso was a buyer of the utilities ETF Guy Adami was a buyer of Valero Trader disclosure On November 28 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete Najarian is long calls ACWC ARNC C CAKE CL DVN ECA EEM EWW EWZ KNX MDR NVS OIM PG PYPL WWE XLF XLI Pete is long stock AAPL ABBV AMP BAC C CAT CVS CVX DIS DVA EBAY FB FUL GILD GM HLT IBM INTC JPM KMI KO LOW LULU LVS MRK MSFT MU NFLX NSC PEP PFE PII RF STZ TGT UPS UPWK USB XOM Pete is long GE XOP puts Tim Seymour is long ACBFF AMZA ACB APC APH BABA BAC BIDU BX C CCJ CGC CLF CMG CNTTF CRON CSCO CWEB CX DAL DIS DPZ DVYE EA EEM EUFN EWM FB FXI GE GILD GM GOOGL GTII GWPH HAL HKAPH HYYDF INTC ITHUF JD KHRNF KSHB LEAF MAT MCD MJNE MO MOS MPEL MPX MRMD NKE OGI ORGMF OTC PAK PHM PYPL RH RL SBUX SQ STZ T TER TIF TGOD TRSSF TRST TWTR UA UAL VALE VIAB VOD X XLE XRT YNDX 700 Tim is on the advisory board of Tikun Olam TGOD CCTV and MJ Holdings Tim is short IWM RACE SPY Tims firm is long CGC HEXO TLRY CRON APH Steve Grasso is long stock AAPL BABA BHC CAR CGC EVGN GE JCP LEN MJNA OSTK PFE RAD SNAP SQ T TWTR Grasso owns Callable Trigger contingent yield note linked to SPX RTY and MXEA Grassos kids own EFA EFG EWJ IJR SPY TUR Grassos firm is long stock APC BGCP COTY CUBA DVN EOG F GE GLD GSK HPQ IAU IBM ICE KHC LEN MAT MSFT MJNA NE QCOM RIG SLB SNAP SNGX T URI WDR WHR ZNGA Guy Adami is long CELG EXAS GDX INTC Guy Adamis wife Linda Snow works at Merck
195,196,"Your first trade for Thursday, December 6","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/12/06/your-first-trade-for-thursday-december-6.html,2018-12-06 14:18:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Najarian was a buyer of Merck Tim Seymour was a buyer of Boeing Dan Nathan was a buyer of Disney Guy Adami was a buyer of Twitter Trader disclosure On December 5 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Guy Adami is long CELG EXAS GDX INTC Guy Adamis wife Linda Snow works at Merck Tim Seymour is long ACBFF AMZA ACB APC APH BABA BAC BIDU BX C CCJ CGC CLF CMG CNTTF CRON CSCO CWEB CX DAL DIS DPZ DVYE EA EEM EUFN EWM FB FXI GE GILD GM GOOGL GTII GWPH HAL HKAPH HYYDF INTC ITHUF JD KHRNF KSHB LEAF MAT MCD MJNE MO MOS MPEL MPX MRMD NKE OGI ORGMF OTC PAK PHM PYPL RH RL SBUX SQ STZ T TER TIF TGOD TRSSF TRST TWTR UA UAL VALE VIAB VOD X XLE XRT YNDX 700 Tim is on the advisory board of Tikun Olam TGOD CCTV and MJ Holdings Tim is short IWM RACE SPY Tims firm is long CGC HEXO TLRY CRON APH Dan Nathan is long QQQ Dec put spread Long XLF Dec put spread Long BOX Jan call Long INTC Jan call spread Pete is long calls ACWC ARNC BX CAKE CL DVN ECA EEM EWZ KNX MDR OIM PG PYPL SPY WWE XLF Pete Najarian is long stock AAPL ABBV AMP BAC C CAT CVS CVX DIS DVA EBAY FB FUL GM HLT IBM INTC JPM KMI KO LOW LVS MRK MSFT MU NSC PEP PFE PII RF STZ TEX TGT UPS UPWK USB XOM Pete is long GE XOP puts
2,3,The Wall Street Journal: Walmart and Target urge the Fed to speed debit-card payments,"Retailers, including giants like Walmart and Target, are pushing the Federal Reserve to speed the process of receiving payments from debit cards.",https://www.wsj.com/articles/for-walmart-and-target-the-fed-holds-the-keys-to-faster-payments-1544097601?mod=hp_lead_pos5,2018-12-06 17:13:33,Walmart Inc and Target Corp want the Federal Reserve to help them get paid in real time The retail giants TGT 104 WMT 128 are among the companies urging the Fed to develop a service to settle interbank transfers in real time 24 hours a day seven days a week Such a service could ultimately eliminate the lag between when consumers use debit cards to pay for items and stores receive the funds The Federal Reserve in October announced potential actions to help develop a faster payments system in the US including creating a realtime settlement service Walmart Target and trade groups including the National Retail Federation have been in discussions with the Fed regarding faster payments for years according to people familiar with the matter The system could solve a problem that has long vexed retailers Merchants largely rely on card networks including Visa Inc V 025 and Mastercard Inc MA 056 that provide the rails for consumer card transactions as well as banks and other companies that process the transactions and provide funds to the stores Merchants often have to wait one to three days to receive funds from debitcard purchases Payments for purchases made on a Saturday can take until Tuesday to arrive An expanded version of this report appears on WSJcom Also popular on WSJ Another HighRanking FBI Official to Depart China Isnt Crazy At All About Crazy rich Asians
205,206,"Your first trade for Friday, December 7","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/12/07/your-first-trade-for-friday-december-7.html,2018-12-07 14:49:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Najarian was a buyer of Diamondback Energy Tim Seymour was a buyer of Intel Karen Finerman was a buyer of Apple Dan Nathan was a seller of the Utilities ETF Trader disclosure On December 6 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete is long calls ACWC ARNC BX CAKE CL DVN ECA EEM EWZ FANG HD KNX MDR OIM PG PYPL SPY VXX WWE XLF XME Pete is long stock AAPL ABBV AMP BAC C CAT CVS CVX DIS DVA EBAY FB FUL GM HD HLT IBM INTC JPM KMI KO LEN LOW LULU LVS MRK MSFT MU NFLX NSC PEP PFE PII RF STZ TEX TGT UPS UPWK USB XOM Pete is long GE XOP puts Karen Finermans firm is long ANTM C CBS FB FDX FL FNAC GOOG GOOGL GLNG GMLP JPM KORS puts LYV SPY puts SPY put spreads TBT URL WIFI Her firm is short IWM Karen Finerman is long AAL BAC BOT Bitcoin Bitcoin Cash Ethereum C CAT CBS DAL DVYE DXJ EEM EPI EWW EWZ DVYE FB FL GM GMLP GLNG GOOG GOOGL JPM LOW LYV KFL KORS KORS calls MA MTW PRCP SEDG SPY puts TACO WIFI WFM Karen Finerman is long FB GOOG GOOGL spread calls Karen Finerman is short KRE TBT calls Karen Finerman is long SPY puts Bitcoin and Ethereum are in her kids Trust Karen bought PRCP Dan is long QQQ Dec put spread Long XLF Dec put spread Long BOX Jan call Long INTC Jan call spread Tim Seymour is long ACBFF AMZA ACB APC APH BABA BAC BIDU BX C CCJ CGC CLF CMG CNTTF CRON CSCO CWEB CX DAL DIS DPZ DVYE EEM EUFN EWM FB FXI GE GILD GM GOOGL GTII GWPH HAL HKAPH HYYDF INTC ITHUF JD KHRNF KSHB LEAF MAT MCD MJNE MO MOS MPEL MPX MRMD NKE OGI ORGMF OTC PAK PHM PYPL RH RL SBUX SQ STZ T TER TIF TGOD TRSSF TRST TWTR UA UAL VALE VIAB VOD X XRT YNDX 700 Tim is on the advisory board of Tikun Olam TGOD CCTV and MJ Holdings Tim is short IWM RACE SPY Tims firm is long CGC HEXO TLRY CRON APH
173,174,"Your first trade for Wednesday, December 12","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/12/12/your-first-trade-for-wednesday-december-12.html,2018-12-12 14:09:00,The  Fast Money  traders shared their first moves for the market open div gt divgroup gt pfirstchildgt Pete Najarian was a buyer of Target Tim Seymour was a buyer of Home Depot Dan Nathan was a seller of CocaCola Guy Adami was a buyer of CME Group Trader disclosure On December 11 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete Najarian is long calls ACWC ARNC BX CAKE CL DVN ECA EEM EWZ FANG HD KNX MDR OIM PG PYPL SPY VXX WWE XME Pete is long stock AAPL ABBV AMP BAC C CAT CVS CVX DIS DVA EBAY FB FUL GM HD HLT IBM INTC JPM KMI KO LEN LOW LULU LVS MRK MSFT MU NFLX NSC PEP PFE PII RF STZ TEX TGT UPS UPWK USB XOM Pete is long GE XOP puts Tim Seymour is long ACBFF AMZA ACB APC APH BABA BAC BIDU BX C CCJ CGC CLF CMG CNTTF CRON CSCO CWEB CX DAL DIS DPZ DVYE EEM EUFN EWM FB FXI GE GILD GM GOOGL GTII GWPH HAL HKAPH HYYDF INTC ITHUF JD KHRNF KSHB LEAF MAT MCD MJNE MO MOS MPEL MPX MRMD NKE OGI ORGMF OTC PAK PHM PYPL RH RL SBUX SQ STZ T TER TIF TGOD TRSSF TRST TWTR UA UAL VALE VIAB VOD X XRT YNDX 700 Tim is on the advisory board of Tikun Olam TGOD CCTV and MJ Holdings Tim is short IWM RACE SPY Tims firm is long CGC HEXO TLRY CRON APH Dan Nathan is long QQQ Dec put spread Long XLF Dec put spread Long BOX Jan call Long KO Feb put spread Long XLU March put spread Guy Adami is long CELG EXAS GDX INTC Guy Adamis wife Linda Snow works at Merck
174,175,"Your first trade for Thursday, December 13","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/12/13/your-first-trade-for-thursday-december-13.html,2018-12-13 14:15:00,The  Fast Money  traders shared their first moves for the market open div gt divgroup gt pfirstchildgt Pete Najarian was a buyer of Morgan Stanley Tim Seymour was a buyer of American Airlines Brian Kelly was a buyer of the Gold Shares ETF Guy Adami was a buyer of Nordstrom Trader disclosure On December 11 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete is long calls ACWC ARNC BX CAKE CL DVN ECA EEM EWZ FANG HD KNX MDR OIM PG PYPL SC SPY VXX WWE XME Pete is long stock AAPL ABBV AMP BAC C CAT CVS CVX DIS DVA EBAY FB FUL GM HD HLT IBM INTC JPM KMI KO LEN LOW LULU LVS MRK MSFT MU NFLX NSC PEP PFE PII RF STZ TEX TGT UPS UPWK USB XOM Pete is long GE XOP puts Tim Seymour is long ACBFF AMZA ACB APC APH BABA BAC BIDU BX C CCJ CGC CLF CMG CNTTF CRON CSCO CWEB CX DAL DIS DPZ DVYE EEM EUFN EWM FB FXI GE GILD GM GOOGL GTII GWPH HAL HKAPH HYYDF INTC ITHUF JD KHRNF KSHB LEAF MAT MCD MJNE MO MOS MPEL MPX MRMD NKE OGI ORGMF OTC PAK PHM PYPL RH RL SBUX SQ STZ T TER TIF TGOD TRSSF TRST TWTR UA UAL VALE VIAB VOD X XRT YNDX 700 Tim is on the advisory board of Tikun Olam TGOD CCTV and MJ Holdings Tim is short IWM RACE SPY Tims firm is long CGC HEXO TLRY CRON APH BK is long AMD CBOE CME GCAP GS HIVE IBM MCB MSFT MU NVDA OSTK ORCL RHT SAP SHG SHOP SIVB SQ STX TSM WU Bitcoin Ethereum Litecoin Cardano Bitcoin Cash Stellar EOS STORM Guy Adami is long CELG EXAS GDX INTC Guy Adamis wife Linda Snow works at Merck
54,55,Target Will Expand Its Shipt Same-Day Delivery Service in 2019,"Shipt, the service that Target acquired to boost same day delivery, shipping, will expand inventory in 2019 to compete with Amazon, Walmart.",http://fortune.com/2018/12/18/target-shipt-same-day-delivery-2019/,2018-12-18 23:30:08,Targets bid to compete with the sameday delivery offered by Amazon and Walmart is looking even more on point for 2019 Shipt Targets sameday delivery service is expanding to include all major product categories in the new year according to TechCrunchThat means that in addition to the more than 55000 products Shipt already included in its sameday delivery system for Target customers will now be able to select from any Target department including clothing and other soft goods such as household linens Electronics toys and other types of popular merchandise were already available through Shipts sameday delivery a membership for which costs 14 a month or 99 a year and includes noadditionalfee deliveries for all orders over 35 Theres a 7 flat fee for orders under the 35 threshold and orders that include alcohol may also be subject to a 7 fee from some merchantsTo hit the bullseye in the sameday delivery and shipping wars and compete with Amazon and Walmart tgtTarget acquired Shipt in 2017 for 550 million Early Shipt service included about 1800 Target locations However according to its website Shipt still delivers for other retailers including CVS and Meijer stores depending on the region and corporate partnershipsIn March Target expanded Shipt into more cities including Baton Rouge Minneapolis and New Orleans The company was founded in 2014 in Birmingham Alabama where is still has its headquarters Shipt also has offices in San Francisco
